timestamp,open,high,low,close,volume,title_positive_sentiment,title_neutral_sentiment,title_negative_sentiment,body_positive_sentiment,body_neutral_sentiment,body_negative_sentiment,close_open_return,rolling_body_positive_3h
2025-06-10 23:00:00,109675.435007659,109846.136696868,109614.961759812,109720.363044507,3711.82925246653,,,,,,,0.0004096453945667811,
2025-06-11 00:00:00,109720.363044507,109735.651748844,109553.365416698,109565.235697374,3399.11899779755,,,,,,,-0.001413842816670959,
2025-06-11 01:00:00,109565.235697374,109647.890633174,109429.712327775,109470.299406848,3612.54527112237,,,,,,,-0.0008664818719343725,
2025-06-11 02:00:00,109470.299406848,109653.163309777,109360.758528431,109576.981910753,4808.3926193559,,,,,,,0.0009745337729324616,
2025-06-11 03:00:00,109576.981910753,109718.854953735,109433.769918635,109436.602093708,4660.45951420374,0.197,0.803,0.0,0.102,0.891,0.007,-0.0012811068036107953,0.102
2025-06-11 04:00:00,109436.602093708,109647.277583011,109434.950318009,109557.53308054,5478.13867630625,,,,,,,0.0011050323613707184,0.102
2025-06-11 05:00:00,109557.53308054,109591.648495658,109222.414595034,109254.897657648,6640.79965437973,0.161,0.839,0.0,0.14,0.841,0.019,-0.002762342436731542,0.121
2025-06-11 06:00:00,109254.897657648,109447.223195491,109215.484359736,109358.893620108,5078.13943315977,0.0,1.0,0.0,0.095,0.835,0.07,0.0009518654512484602,0.11750000000000001
2025-06-11 07:00:00,109358.893620108,109376.370299019,109197.980162441,109238.690208052,3862.15076931909,,,,,,,-0.0010991644856391532,0.11750000000000001
2025-06-11 08:00:00,109238.690208052,109831.143828826,109038.148985652,109701.641587428,14128.5034384994,,,,,,,0.0042379799546689205,0.095
2025-06-11 09:00:00,109701.641587428,109876.8925545,109324.265319642,109663.3739707,11470.2777255948,,,,,,,-0.0003488335832923954,
2025-06-11 10:00:00,109663.3739707,110358.948135025,109637.183406086,109858.219274401,14850.6061035806,0.066,0.934,0.0,0.128,0.851,0.021,0.0017767582433953608,0.128
2025-06-11 11:00:00,109858.219274401,110031.474842322,109667.373993123,109733.299708255,8953.24292908781,0.108,0.892,0.0,0.0505,0.886,0.0635,-0.001137098043014655,0.08925
2025-06-11 12:00:00,109733.299708255,109805.117239181,109374.442682917,109447.737721959,8447.62685910261,0.07033333333333333,0.9296666666666668,0.0,0.085,0.9046666666666666,0.010333333333333333,-0.0026023275255115555,0.08783333333333333
2025-06-11 13:00:00,109447.737721959,109766.03254893,108992.867376241,109005.441806195,9135.81899588673,,,,,,,-0.004041160877053559,0.06775
2025-06-11 14:00:00,109005.441806195,109075.155619035,108434.777447927,108816.062321889,13382.7381691805,0.167,0.833,0.0,0.144,0.828,0.028,-0.00173733972513691,0.11449999999999999
2025-06-11 15:00:00,108816.062321889,108963.483360454,108598.075933461,108760.368515555,8983.98271005275,,,,,,,-0.0005118160420953598,0.144
2025-06-11 16:00:00,108760.368515555,109014.545888006,108518.633159411,108908.007158973,5446.51056312667,,,,,,,0.001357467296526186,0.144
2025-06-11 17:00:00,108908.007158973,109222.997090879,108426.198482544,108522.141529468,5894.13252863858,,,,,,,-0.0035430418714920957,
2025-06-11 18:00:00,108522.141529468,108646.82828435,108094.251635178,108440.372155682,8993.526856436,,,,,,,-0.0007534810190214168,
2025-06-11 19:00:00,108440.372155682,108703.278013505,108361.266033462,108660.133966558,4591.695238137,,,,,,,0.002026568209859211,
2025-06-11 20:00:00,108660.133966558,108799.78537551,108361.769635747,108728.203882643,5400.50416211675,,,,,,,0.0006264479308110835,
2025-06-11 21:00:00,108728.203882643,108728.661970183,108298.473944918,108538.587075751,5963.11233586553,,,,,,,-0.0017439523520196632,
2025-06-11 22:00:00,108538.587075751,108766.454996473,108412.17853934,108415.633497278,8253.21923714094,,,,,,,-0.0011328098309146455,
2025-06-11 23:00:00,108415.633497278,108472.984762346,107756.064043607,107890.700897921,16485.0664494547,,,,,,,-0.004841853360292256,
2025-06-12 00:00:00,107890.700897921,107936.886895151,107400.408312428,107782.904978297,8489.17323542041,,,,,,,-0.0009991215065512135,
2025-06-12 01:00:00,107782.904978297,107930.799586684,107614.31884115,107758.869913465,5119.53434096993,,,,,,,-0.00022299514785616023,
2025-06-12 02:00:00,107758.869913465,108013.781638996,107675.490671551,107933.144749063,5094.41832729236,0.0,0.806,0.194,0.109,0.844,0.048,0.001617266733939864,0.109
2025-06-12 03:00:00,107933.144749063,107975.171180195,107505.68151471,107645.419885742,7057.6977659673,,,,,,,-0.002665769296261465,0.109
2025-06-12 04:00:00,107645.419885742,107858.438217514,107469.040508675,107753.7207342,5149.72685240817,,,,,,,0.0010060887734281646,0.109
2025-06-12 05:00:00,107753.7207342,107785.505561777,107520.179031621,107536.278388204,4145.27070992445,0.0735,0.8245,0.102,0.0605,0.8765000000000001,0.0625,-0.002017956730537239,0.0605
2025-06-12 06:00:00,107536.278388204,107552.089115612,107247.359945232,107351.519072869,6401.76388428741,0.0685,0.9315,0.0,0.096,0.852,0.0515,-0.001718111488552824,0.07825000000000001
2025-06-12 07:00:00,107351.519072869,107373.859097243,106932.996092767,106940.361134471,7942.20705825306,0.0,1.0,0.0,0.073,0.923,0.004,-0.003830015093861168,0.07650000000000001
2025-06-12 08:00:00,106940.361134471,107439.915184665,106911.257056877,107017.431020899,9373.22765050898,0.255,0.745,0.0,0.291,0.709,0.0,0.0007206810002362184,0.15333333333333335
2025-06-12 09:00:00,107017.431020899,107218.246734232,106637.866752056,107087.070202801,10854.9227148635,0.106,0.796,0.098,0.11499999999999999,0.8325,0.053000000000000005,0.0006507274678308459,0.15966666666666665
2025-06-12 10:00:00,107087.070202801,107749.692178916,107086.982453706,107641.071520105,9704.68371929862,0.06175,0.89775,0.0405,0.111,0.8715,0.017750000000000002,0.005173372623369385,0.17233333333333334
2025-06-12 11:00:00,107641.071520105,107838.937332413,106933.152724761,107039.075119745,9013.77888914498,,,,,,,-0.00559262734808027,0.11300000000000002
2025-06-12 12:00:00,107039.075119745,107819.520376103,107021.790859381,107759.798100751,9500.2229227705,0.231,0.769,0.0,0.2,0.788,0.012,0.006733269884850172,0.15550000000000003
2025-06-12 13:00:00,107759.798100751,108468.393354651,107740.416796105,108319.787679124,9095.46044809935,,,,,,,0.005196646506793148,0.2
2025-06-12 14:00:00,108319.787679124,108435.105906665,107304.783698125,107598.861857853,9080.97061534541,,,,,,,-0.006655532075142152,0.2
2025-06-12 15:00:00,107598.861857853,107905.343536785,106734.315097024,106844.782187065,12023.6920905827,,,,,,,-0.007008249509034853,
2025-06-12 16:00:00,106844.782187065,106987.139691628,105834.513957385,106030.851691276,19959.1975413555,,,,,,,-0.007617877814229242,
2025-06-12 17:00:00,106030.851691276,106469.806889551,105969.640716884,105974.687190616,8847.0064392715,,,,,,,-0.0005296996087849229,
2025-06-12 18:00:00,105974.687190616,106189.004865061,105830.484307354,105966.192265663,5249.11300197912,0.0,1.0,0.0,0.188,0.812,0.0,-8.015994364493219e-05,0.188
2025-06-12 19:00:00,105966.192265663,106170.053105772,105765.65035471,105767.964731629,5991.99053005252,,,,,,,-0.0018706677082161373,0.188
2025-06-12 20:00:00,105767.964731629,105768.0109392,103355.791106425,103948.98387739,18623.7042787532,,,,,,,-0.01719784302226493,0.188
2025-06-12 21:00:00,103948.98387739,104010.307557061,103161.64031457,103933.77921349,17262.0160805237,,,,,,,-0.00014627044279661138,
2025-06-12 22:00:00,103933.77921349,104072.102938115,103301.276377486,103798.530359474,23284.6830204184,,,,,,,-0.0013012983366859326,
2025-06-12 23:00:00,103798.530359474,104881.813914222,103707.433256155,104677.622987863,13608.899513673,,,,,,,0.008469220376671383,
2025-06-13 00:00:00,104677.622987863,104779.949654671,104156.492862469,104696.526206885,11756.145500917,0.0,1.0,0.0,0.0,1.0,0.0,0.00018058510006665001,0.0
2025-06-13 01:00:00,104696.526206885,104740.7160698,104302.189385454,104307.492526145,8348.45358293291,0.0,0.855,0.145,0.0,0.772,0.228,-0.003715822242003081,0.0
2025-06-13 02:00:00,104307.492526145,105233.118280032,104069.559807277,105232.941599675,6971.79474243833,,,,,,,0.008872316370734722,0.0
2025-06-13 03:00:00,105232.941599675,105549.443146804,104739.894194814,105518.148485148,8421.35181983584,0.119,0.881,0.0,0.09,0.831,0.078,0.002710243400379137,0.045000000000000026
2025-06-13 04:00:00,105518.148485148,105786.330122303,104923.038216578,105330.447096616,11644.512555472,,,,,,,-0.0017788540760684814,0.09
2025-06-13 05:00:00,105330.447096616,105330.447096616,104574.545810872,104895.992394707,20957.384997075,0.0,0.6759999999999999,0.324,0.05,0.8220000000000001,0.1275,-0.004124682975194102,0.07000000000000003
2025-06-13 06:00:00,104895.992394707,104964.652237215,104539.590069971,104929.292908076,6622.87339992089,0.118,0.882,0.0,0.264,0.722,0.013,0.0003174622081240534,0.15700000000000003
2025-06-13 07:00:00,104929.292908076,105097.043325956,104710.564662649,105087.586551235,6317.54685647141,,,,,,,0.0015085743815855142,0.15700000000000003
2025-06-13 08:00:00,105087.586551235,105313.74367617,104894.450951687,104911.957354947,8380.5080726369,0.0,0.745,0.255,0.0,0.916,0.084,-0.001671264913885701,0.13200000000000003
2025-06-13 09:00:00,104911.957354947,105330.08373158,104732.582941254,104759.667506982,11015.6068171738,0.124,0.876,0.0,0.023,0.977,0.0,-0.0014515966702417778,0.011500000000000028
2025-06-13 10:00:00,104759.667506982,105050.039858835,104182.27952218,105019.315160303,15342.5278031167,0.13233333333333333,0.8053333333333333,0.06233333333333333,0.11766666666666666,0.8363333333333333,0.04633333333333334,0.002478507802668317,0.046888888888888904
2025-06-13 11:00:00,105019.315160303,105775.367022452,104917.086111906,105496.707138247,14800.7243261325,0.0,1.0,0.0,0.108,0.861,0.031,0.0045457540569113965,0.0828888888888889
2025-06-13 12:00:00,105496.707138247,106017.39365553,105385.472402806,105849.378868234,11741.3102492499,,,,,,,0.0033429643403451222,0.11283333333333335
2025-06-13 13:00:00,105849.378868234,105849.631576182,104951.443299841,105452.216372347,9483.20263840551,,,,,,,-0.0037521476283899576,0.108
2025-06-13 14:00:00,105452.216372347,105531.555380237,104736.791386927,105237.294441442,10206.1366748543,,,,,,,-0.002038097806746094,
2025-06-13 15:00:00,105237.294441442,105490.593953997,104973.183448518,105159.024609848,9006.2639394275,0.0,1.0,0.0,0.146,0.7865,0.0675,-0.0007437461406570011,0.146
2025-06-13 16:00:00,105159.024609848,105563.402533592,105097.754742644,105478.22641914,6337.53346995366,0.0,0.827,0.173,0.09,0.794,0.116,0.0030354200267288475,0.11800000000000002
2025-06-13 17:00:00,105478.22641914,105841.443273848,105382.48505627,105674.011685,3879.27195244333,,,,,,,0.0018561675950258033,0.11800000000000002
2025-06-13 18:00:00,105674.011685,105906.689011189,105607.028321719,105820.659009327,3542.14063868212,0.225,0.775,0.0,0.119,0.869,0.012,0.001387733104749889,0.10450000000000002
2025-06-13 19:00:00,105820.659009327,106201.188052586,105820.432320104,106124.145890678,4473.211909536,,,,,,,0.0028679360362351106,0.119
2025-06-13 20:00:00,106124.145890678,106272.250617981,105796.059409108,105874.393174288,10032.9724406003,,,,,,,-0.002353401427110538,0.119
2025-06-13 21:00:00,105874.393174288,105874.68971961,105504.227559585,105533.140867621,9594.89165481673,,,,,,,-0.00322318075632542,
2025-06-13 22:00:00,105533.140867621,105675.844103565,105388.632074026,105447.843803875,3318.57093027937,,,,,,,-0.000808249077443739,
2025-06-13 23:00:00,105447.843803875,105496.873252175,105272.889392797,105300.321826534,3072.80415517978,0.194,0.806,0.0,0.197,0.759,0.044,-0.0013990042092789112,0.197
2025-06-14 00:00:00,105300.321826534,105460.626245808,105290.408032128,105435.561600649,2709.59771576834,,,,,,,0.0012843244139157702,0.197
2025-06-14 01:00:00,105435.561600649,105451.773104783,105308.878621801,105351.32575044,2279.03356307363,,,,,,,-0.0007989320579337432,0.197
2025-06-14 02:00:00,105351.32575044,105381.651181685,105172.938798885,105172.938798885,3006.32380372362,,,,,,,-0.0016932577761532687,
2025-06-14 03:00:00,105172.938798885,105202.410500805,104875.821817756,105133.393254518,4672.62973902131,,,,,,,-0.00037600493832950057,
2025-06-14 04:00:00,105133.393254518,105186.075705904,104934.608705372,105154.529388436,3085.27333999686,0.342,0.658,0.0,0.167,0.817,0.016,0.00020104110847855627,0.167
2025-06-14 05:00:00,105154.529388436,105161.257230148,104913.629634966,104928.208518357,3236.13655392843,0.0,0.635,0.365,0.117,0.786,0.097,-0.0021522693448893615,0.14200000000000004
2025-06-14 06:00:00,104928.208518357,105167.035325287,104903.687274893,105066.442146369,2830.7269172082,0.418,0.582,0.0,0.164,0.836,0.0,0.0013174114946202368,0.14933333333333335
2025-06-14 07:00:00,105066.442146369,105156.270570631,105011.470838811,105148.141466412,2699.98072705542,,,,,,,0.000777596712841809,0.1405
2025-06-14 08:00:00,105148.141466412,105157.366362253,104823.616882331,105104.40941721,4006.55254892487,,,,,,,-0.00041590891281671446,0.164
2025-06-14 09:00:00,105104.40941721,105184.93098828,104965.595603008,105079.849590004,3400.22375847607,0.0,1.0,0.0,0.194,0.791,0.015,-0.0002336707597919296,0.194
2025-06-14 10:00:00,105079.849590004,105126.771629753,104909.773463963,104980.693750135,2657.79779758334,,,,,,,-0.0009436237323890144,0.194
2025-06-14 11:00:00,104980.693750135,105040.174376749,104711.040663872,104900.406292786,4493.57439680081,0.0,1.0,0.0,0.072,0.907,0.022,-0.0007647830708767237,0.13300000000000003
2025-06-14 12:00:00,104900.406292786,104960.579190019,104443.020654434,104515.806055466,7453.87390813865,,,,,,,-0.0036663369658126057,0.072
2025-06-14 13:00:00,104515.806055466,104778.718967351,104474.743160864,104669.215999326,4392.44992835662,0.185,0.815,0.0,0.094,0.906,0.0,0.0014678157271119474,0.08300000000000002
2025-06-14 14:00:00,104669.215999326,105021.570068191,104443.411357549,104952.345445033,5418.21913090822,,,,,,,0.002704992513833548,0.094
2025-06-14 15:00:00,104952.345445033,105087.144196154,104723.468336236,104734.137025414,4875.3702617305,,,,,,,-0.0020791190391574437,0.094
2025-06-14 16:00:00,104734.137025414,105053.397899797,104395.45939557,104957.247769527,5812.95838424234,,,,,,,0.002130258103514638,
2025-06-14 17:00:00,104957.247769527,105481.215344834,104916.005440555,105361.917018874,4684.53171631239,,,,,,,0.0038555626976384916,
2025-06-14 18:00:00,105361.917018874,105531.7595243,105334.806395244,105468.392462604,2704.31103747941,,,,,,,0.0010105685881828285,
2025-06-14 19:00:00,105468.392462604,105521.367619824,105398.584923604,105459.662976744,2645.88740216046,,,,,,,-8.276873910909171e-05,
2025-06-14 20:00:00,105459.662976744,105716.598839962,105335.201101648,105696.117247337,3405.04983082827,,,,,,,0.0022421299662709476,
2025-06-14 21:00:00,105696.117247337,105730.762365432,105463.670954875,105473.595423254,2453.95732689349,,,,,,,-0.0021052979984333945,
2025-06-14 22:00:00,105473.595423254,105675.723123446,105472.22494927,105533.45151998,1991.87342982734,,,,,,,0.000567498400768479,
2025-06-14 23:00:00,105533.45151998,105616.467774499,105515.658426072,105525.074751857,1628.35253337,,,,,,,-7.93754776551468e-05,
2025-06-15 00:00:00,105525.074751857,105615.096761087,105524.478765543,105610.413136576,1505.56772571353,,,,,,,0.0008087024332337298,
2025-06-15 01:00:00,105610.413136576,106140.572988395,105555.837891588,106119.255284186,3237.34971879408,,,,,,,0.00481810583348412,
2025-06-15 02:00:00,106119.255284186,106155.05474072,105475.351848209,105495.60983557,5993.40073517101,,,,,,,-0.005876835895105868,
2025-06-15 03:00:00,105495.60983557,105504.688827773,105264.868676182,105471.098755065,3850.74318408443,,,,,,,-0.00023234218507476968,
