,timestamp_hour,timestamp,open,high,low,close,volume,title_positive_sentiment,title_neutral_sentiment,title_negative_sentiment,body_positive_sentiment,body_neutral_sentiment,body_negative_sentiment,contains_bitcoin_keyword,sentiment_encoded,source_1,source_5,source_7,source_13,source_14,source_16,source_21,source_32,source_37,source_43,source_44,source_52,source_60,source_64,source_67,source_73,source_75,source_77,source_79,source_81,source_82,source_94,source_95,source_102,source_103,contains_bitcoin_keyword_rolling_6h,sentiment_encoded_rolling_6h,source_1_rolling_6h,source_5_rolling_6h,source_7_rolling_6h,source_13_rolling_6h,source_14_rolling_6h,source_16_rolling_6h,source_21_rolling_6h,source_32_rolling_6h,source_37_rolling_6h,source_43_rolling_6h,source_44_rolling_6h,source_52_rolling_6h,source_60_rolling_6h,source_64_rolling_6h,source_67_rolling_6h,source_73_rolling_6h,source_75_rolling_6h,source_77_rolling_6h,source_79_rolling_6h,source_81_rolling_6h,source_82_rolling_6h,source_94_rolling_6h,source_95_rolling_6h,source_102_rolling_6h,source_103_rolling_6h,return_next_hour,title_total_sentiment,body_total_sentiment,total_sentiment,sentiment_correct_total_sentiment_t+1h,sentiment_correct_sentiment_encoded_t+1h,sentiment_correct_total_sentiment_t+2h,sentiment_correct_sentiment_encoded_t+2h,sentiment_correct_total_sentiment_t+3h,sentiment_correct_sentiment_encoded_t+3h,sentiment_correct_total_sentiment_t+4h,sentiment_correct_sentiment_encoded_t+4h,sentiment_correct_total_sentiment_t+5h,sentiment_correct_sentiment_encoded_t+5h,sentiment_correct_total_sentiment,sentiment_correct_sentiment_encoded,close_open_return,rolling_body_positive_3h,date,time,delta_close
0,2025-06-12 20:00:00,2025-06-12 20:00:00,105767.964731629,105768.0109392,103355.791106425,103948.98387739,18623.7042787532,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014627044279661138,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,-0.01719784302226493,0.0,2025-06-12,20:00:00,
1,2025-06-12 21:00:00,2025-06-12 21:00:00,103948.98387739,104010.307557061,103161.64031457,103933.77921349,17262.0160805237,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013012983366859326,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,1,-0.00014627044279661138,0.0,2025-06-12,21:00:00,-15.204663900003652
2,2025-06-12 22:00:00,2025-06-12 22:00:00,103933.77921349,104072.102938115,103301.276377486,103798.530359474,23284.6830204184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008469220376671383,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013012983366859326,0.0,2025-06-12,22:00:00,-135.2488540159975
3,2025-06-12 23:00:00,2025-06-12 23:00:00,103798.530359474,104881.813914222,103707.433256155,104677.622987863,13608.899513673,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018058510006665001,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0.008469220376671383,0.0,2025-06-12,23:00:00,879.0926283890003
4,2025-06-13 00:00:00,2025-06-13 00:00:00,104677.622987863,104779.949654671,104156.492862469,104696.526206885,11756.145500917,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-0.003715822242003081,0.0,0.0,0.0,1,0,0,1,0,1,0,1,0,1,1,0,0.00018058510006665001,0.0,2025-06-13,00:00:00,18.903219022002304
5,2025-06-13 01:00:00,2025-06-13 01:00:00,104696.526206885,104740.7160698,104302.189385454,104307.492526145,8348.45358293291,0.0,0.855,0.145,0.0,0.772,0.228,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.008872316370734722,-0.14499999985499998,-0.227999999772,-0.372999999627,0,0,0,0,0,0,0,0,0,0,0,0,-0.003715822242003081,0.0,2025-06-13,01:00:00,-389.0336807400017
6,2025-06-13 02:00:00,2025-06-13 02:00:00,104307.492526145,105233.118280032,104069.559807277,105232.941599675,6971.79474243833,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.002710243400379137,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,1,0,0,0.008872316370734722,0.0,2025-06-13,02:00:00,925.449073530006
7,2025-06-13 03:00:00,2025-06-13 03:00:00,105232.941599675,105549.443146804,104739.894194814,105518.148485148,8421.35181983584,0.119,0.881,0.0,0.09,0.831,0.078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.0017788540760684814,0.11899999988099999,0.012012011999987974,0.13101201188098796,0,1,0,1,0,1,0,1,0,1,0,1,0.002710243400379137,0.03,2025-06-13,03:00:00,285.20688547300233
8,2025-06-13 04:00:00,2025-06-13 04:00:00,105518.148485148,105786.330122303,104923.038216578,105330.447096616,11644.512555472,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.004124682975194102,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,-0.0017788540760684814,0.03,2025-06-13,04:00:00,-187.70138853200478
9,2025-06-13 05:00:00,2025-06-13 05:00:00,105330.447096616,105330.447096616,104574.545810872,104895.992394707,20957.384997075,0.0,0.6759999999999999,0.324,0.05,0.8220000000000001,0.1275,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0003174622081240534,-0.32399999967599996,-0.07753876930711479,-0.40153876898311475,0,0,0,0,0,0,1,1,0,0,0,0,-0.004124682975194102,0.04666666666666667,2025-06-13,05:00:00,-434.45470190899505
